landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,pas,puh,pul,trp,urs,css,,
A51071,258.9818766,8.25,37.5,18.75,2.585523986,33.20623107,30,34.2727701,6,10.45375356,12.18871989,12.18862938,30.57350567,5.443452642,13.32241328,13.32956516,51.77222057,360,12.18871989
A51073,1032.227265,8.25,37.5,18.75,2.761418924,32.1849857,30,22.63555401,6,10.45374169,16.35570258,16.35572517,20.15639892,6.71312798,16.77586152,16.78846253,63.80871821,360,16.35570258
A51075,1240.928736,8.25,37.5,18.75,2.774593301,33.23793495,30,36.75602213,6,10.76708599,14.12500825,14.12503053,32.65098537,6.481832612,9.284313175,9.288620658,61.58282442,360,14.12500825
A51079,1021.848303,8.25,37.5,18.75,2.768057254,33.4301173,30,58.65441369,6,11.97201555,15.72670854,15.72681122,51.94480953,6.450629923,11.61777817,11.61172628,61.28716584,360,15.72670854
A51085,1609.97533,8.25,37.5,18.75,3.087538136,33.17678295,30,26.84009042,6,10.41860364,15.752466,15.75249095,23.91702213,6.829370918,9.856086078,9.85198115,64.90494542,360,15.752466
A51087,568.5894127,8.25,37.5,18.75,3.380434359,33.87451385,30,25.60359126,6,10.96752525,17.69537786,17.69535563,22.80447523,6.239661532,10.72361957,10.72680473,59.32069893,360,17.69537786
A51091,1649.168395,8.25,37.5,18.75,2.476272645,34.04533224,30,37.33925172,6,11.28778076,13.07148824,13.07149037,33.46347124,5.153879148,14.08564649,14.07434793,49.02454435,360,13.07148824
A51093,14363.15025,8.25,37.5,18.75,2.851319954,29.43299186,30,26.8506024,6,9.33275373,16.20778741,16.20778996,23.92720505,8.333769359,9.456313413,9.45649477,79.06734658,360,16.20778741
A51095,2310.657915,8.25,37.5,18.75,2.729968629,33.44910975,30,28.02835689,6,11.27148802,15.86089365,15.86091592,24.98884735,6.97320541,16.33619385,16.33943046,66.27323327,360,15.86089365
A51097,2093.307642,8.25,37.5,18.75,2.896125589,34.00179241,30,27.28468069,6,9.751611919,15.13249131,15.1325147,24.31832051,5.847149032,8.25159961,8.247110602,55.55868023,360,15.13249131
A51099,491.639498,8.25,37.5,18.75,2.911478004,34.12186416,30,28.65291437,6,9.119383728,15.71858376,15.71854395,25.47824039,6.381908184,14.99222369,14.98894251,60.60207066,360,15.71858376
A51101,2835.406059,8.25,37.5,18.75,2.991754353,32.35630175,30,27.69673547,6,10.25323089,15.44752338,15.44756931,24.68259017,6.642069087,8.439056763,8.450464309,63.0898514,360,15.44752338
A51103,818.3783579,8.25,37.5,18.75,2.996575771,34.36043812,30,23.3990291,6,8.596602153,16.85822292,16.85818188,20.85045071,5.939649844,16.16968323,16.17314808,56.48041584,360,16.85822292
A51107,1058.586347,8.25,37.5,18.75,3.096200889,32.5301326,30,31.62296703,6,9.676319871,15.32334719,15.32332696,28.13795355,6.183056677,10.10682873,10.10402813,58.77433981,360,15.32334719
A51109,981.639462,8.25,37.5,18.75,2.752494933,32.29614333,30,43.12054175,6,10.6258101,14.16205664,14.16205889,38.23670148,6.657865079,9.843960397,9.846649784,63.23914396,360,14.16205664
A51113,1343.295056,8.25,37.5,18.75,2.76215893,33.74379959,30,44.56540913,6,10.31506864,14.81956792,14.81961018,39.53008373,6.669833851,11.40980367,11.40666902,63.35736408,360,14.81956792
A51115,394.7269492,8.25,37.5,18.75,2.49433865,30.77643887,30,22.44250572,6,10.49987626,14.44366796,14.44368821,19.98933633,6.207942741,15.85775639,15.87032255,59.00382142,360,14.44366796
A51119,730.7022768,8.25,37.5,18.75,2.713338577,31.52656894,30,26.17394718,6,10.09686672,15.30071835,15.30072079,23.30167385,6.280991887,15.56861673,15.57910988,59.66579396,360,15.30071835
A51121,1112.588407,8.25,37.5,18.75,2.475183716,31.30993744,30,36.22154022,6,10.44747671,11.36164475,11.36178785,32.33561202,5.888740316,8.702356773,8.686345808,55.98810136,360,11.36164475
A51125,173.6745665,8.25,37.5,18.75,2.537031454,33.91449965,30,34.99268314,6,9.905532853,13.67174611,13.67174833,31.2301993,5.693141162,13.2267351,13.22557844,54.13371169,360,13.67174611
A51127,404.6494301,8.25,37.5,18.75,2.894552479,32.95396326,30,26.41641697,6,11.48210834,15.44175647,15.44175889,23.53363225,5.614978583,10.47107817,10.47295748,53.39567328,360,15.44175647
A51131,1395.55015,8.25,37.5,18.75,2.561523836,48.78296899,30,22.27956672,6,4.292688014,14.56070557,14.5606711,19.84960652,5.431131491,16.38352629,16.38702092,51.65719214,360,14.56070557
A51133,799.5754684,8.25,37.5,18.75,2.966620473,33.77822648,30,24.85540779,6,9.610669819,16.40578528,16.40574466,22.14671645,5.829522769,15.79504736,15.80943786,55.43293779,360,16.40578528
A51135,3951.095517,8.25,37.5,18.75,2.754561128,31.91714667,30,42.31877038,6,13.18044302,14.87953631,14.87951877,37.57588987,6.819235962,9.352825538,9.346077593,64.7727567,360,14.87953631
A51137,1861.659022,8.25,37.5,18.75,2.77222066,33.65861323,30,40.1331489,6,10.07394925,14.65765164,14.65761389,35.65887784,6.509115478,9.190036739,9.190580683,61.84381566,360,14.65765164
A51139,11320.06014,8.25,37.5,18.75,3.464694047,33.51602262,30,48.26409254,6,17.82261585,16.26718849,16.2671654,42.9811528,8.717680638,8.676647052,8.677793826,82.74997875,360,16.26718849
A51145,2332.121042,8.25,37.5,18.75,2.745591041,32.47316391,30,41.69319184,6,10.31749335,14.40071189,14.4007736,37.04537091,6.707637331,10.5135007,10.51492612,63.72832124,360,14.40071189
A51147,2408.153488,8.25,37.5,18.75,2.628882514,30.88775598,30,42.08432973,6,10.67264765,13.44087836,13.4408994,37.45890238,6.351645958,8.737472446,8.740867126,60.36590025,360,13.44087836
A51149,537.6509784,8.25,37.5,18.75,3.27536757,38.15934263,30,25.58477415,6,10.15565632,17.92733642,17.92733912,22.76328667,6.418599934,10.78350801,10.78522292,60.92617185,360,17.92733642
A51153,1754.928263,8.25,37.5,18.75,3.215380565,19.89313135,30,38.38798729,6,10.54226965,16.2074431,16.20746911,34.15349505,6.800373663,10.70429728,10.70572811,64.62317298,360,16.2074431
A51157,349.2083691,8.25,37.5,18.75,2.831113582,34.48564565,30,35.46698099,6,9.862393045,14.68287811,14.68285994,31.66089081,5.708752089,12.25658163,12.24958451,54.28836295,360,14.68287811
A51159,636.3689568,8.25,37.5,18.75,2.977617647,33.18606599,30,25.83400288,6,10.20158384,15.68974306,15.68970218,22.92633713,5.983935262,10.55140137,10.55271459,56.85493871,360,15.68974306
A51161,2104.045498,8.25,37.5,18.75,2.484495167,34.62956614,30,36.53080808,6,12.06074028,11.78572263,11.78565361,32.5988348,6.552967701,10.17490723,10.16274213,62.24457517,360,11.78572263
A51163,895.6586681,8.25,37.5,18.75,2.368627321,33.64478795,30,33.43972684,6,10.76536592,11.85081252,11.85074695,29.84237037,5.83319565,9.167259375,9.166100737,55.45637269,360,11.85081252
A51165,12931.75961,8.25,37.5,18.75,3.652032206,34.83354676,30,48.13283532,6,18.93421752,16.89988939,16.89991887,42.8267821,9.348267235,8.444585415,8.442633254,88.72155702,360,16.89988939
A51171,4909.551472,8.25,37.5,18.75,2.988032214,34.84664648,30,33.77006787,6,13.45883925,13.53723951,13.53713323,30.1309352,7.003409042,7.916748278,7.914761849,66.52679775,360,13.53723951
A51177,1132.41379,8.25,37.5,18.75,2.904063751,32.69073151,30,30.57742474,6,9.724755331,15.0781608,15.07818423,27.27722218,6.827551049,9.744398701,9.729919256,64.88556411,360,15.0781608
A51179,504.8730542,8.25,37.5,18.75,3.073616652,34.43463863,30,33.05421271,6,10.86694441,15.92805344,15.92805589,29.34406058,6.213305066,10.4746306,10.4734491,59.02164807,360,15.92805344
A51181,13896.63363,8.25,37.5,18.75,2.766928511,29.47546154,30,24.95194196,6,9.299406824,15.76659641,15.76659891,22.23706002,44.40592559,10.82891767,10.82751761,420.8161429,360,15.76659641
A51187,591.7727543,8.25,37.5,18.75,2.718370136,33.92239739,30,32.44368724,6,9.534356304,12.39450508,12.39448752,28.95132875,5.73931085,7.350504646,7.348138434,54.57371996,360,12.39450508
A51193,402.6322125,8.25,37.5,18.75,2.886394825,39.38349451,30,28.28003397,6,9.791799353,15.1877391,15.18778336,25.20619436,5.920612788,10.67577191,10.67749919,56.20825689,360,15.1877391
A51199,2121.580312,8.25,37.5,18.75,2.932519612,35.87162516,30,21.7942534,6,13.42105868,17.26619224,17.26617358,19.39959269,9.659502349,17.07085029,17.077171,91.7101966,360,17.26619224
A51510,150,8.25,37.5,18.75,3.659151583,27.6402757,30,27.12447173,6,10.27843134,18.97087026,18.97090014,24.11594353,4.861213024,7.852717874,7.840080923,46.28920934,360,18.97087026
A51530,150,8.25,37.5,18.75,2.292123919,36.10357226,30,33.44202648,6,9.881702285,11.77396519,11.77417882,29.76173398,4.625812985,8.870256574,8.82321826,44.03052047,360,11.77396519
A51540,150,8.25,37.5,18.75,2.870750089,30.51480426,30,29.32198122,6,9.997411793,16.49353445,16.49355789,26.08692665,4.721348657,10.21272453,10.19827118,44.9470882,360,16.49353445
A51550,2321.34486,8.25,37.5,18.75,2.912607817,37.97342231,30,17.41563296,6,10.63835654,17.20773923,17.20772071,15.50980364,8.046447974,16.80760185,16.81523735,76.43858012,360,17.20773923
A51570,150,8.25,37.5,18.75,3.376833374,27.30052331,30,26.76143261,6,10.18821253,18.76159966,18.76160247,23.79023239,4.809974188,15.67428854,15.67687683,45.7974922,360,18.76159966
A51580,150,8.25,37.5,18.75,2.390398062,36.20985261,30,33.55419641,6,9.909394673,10.95060305,10.95065576,29.86231409,4.641559216,9.887905711,9.852606478,44.18157917,360,10.95060305
A51600,150,8.25,37.5,18.75,3.843490456,31.66648885,30,30.53041032,6,10.30259703,21.69540625,21.69535209,27.1723761,4.895303545,16.24195244,16.24113919,46.61638374,360,21.69540625
A51610,150,8.25,37.5,18.75,3.918563958,31.75663254,30,30.62421148,6,10.32694743,21.34710865,21.34711169,27.25689224,4.909323756,9.857458202,9.857683568,46.75094397,360,21.34710865
A51630,150,8.25,37.5,18.75,3.186624403,30.88136631,30,29.70546248,6,10.09346352,16.69158445,16.691587,26.43123722,4.776157122,7.96175286,7.932441344,45.47298671,360,16.69158445
A51650,150,8.25,37.5,18.75,2.130584778,25.91916685,30,25.28253762,6,9.820156787,12.18491374,12.18493088,22.46371335,4.600389176,14.56876183,14.57764296,43.78663042,360,12.18491374
A51660,150,8.25,37.5,18.75,3.750193252,37.76801796,30,35.17307779,6,10.32373607,17.60330303,17.60336116,31.31780329,4.877989236,9.34613013,9.338541137,46.45021221,360,17.60330303
A51670,150,8.25,37.5,18.75,5.204166923,29.61514805,30,29.21508129,6,10.80423141,29.88918791,29.88919174,25.9932172,5.160131448,20.03466241,20.03177469,49.15857572,360,29.88918791
A51678,150,8.25,37.5,18.75,2.326167652,36.1393203,30,33.47930956,6,9.891214135,11.75352395,11.75357552,29.7952417,4.631244282,7.821746395,7.820593157,44.08262418,360,11.75352395
A51680,150,8.25,37.5,18.75,2.677955227,30.30098759,30,29.09651909,6,9.940352243,14.04895913,14.04892278,25.88440061,4.688782451,9.65605496,9.65147077,44.63463167,360,14.04895913
A51683,150,8.25,37.5,18.75,3.432762192,31.17147363,30,30.01119903,6,10.17042355,18.39761189,18.39758933,26.70575634,4.820027922,17.31379088,17.3215035,45.89397037,360,18.39761189
A51685,150,8.25,37.5,18.75,3.481296183,31.22057221,30,30.06446201,6,10.18573067,18.79885222,18.79890637,26.7540316,4.828791838,17.68989217,17.69847597,45.9780724,360,18.79885222
A51700,150,8.25,37.5,18.75,2.959059594,26.81667103,30,26.24436791,6,10.05908115,17.36106399,17.36098042,23.32634486,4.736494875,16.80698476,16.8150651,45.09241446,360,17.36106399
A51710,150,8.25,37.5,18.75,3.332445277,27.24955626,30,26.7079998,6,10.17439077,19.98636475,19.9863923,23.74222402,4.802030164,17.78763298,17.79610452,45.72126046,360,19.98636475
A51730,150,8.25,37.5,18.75,3.151475396,27.03759449,30,26.48051802,6,10.11790921,16.99422287,16.99424853,23.5381926,4.769973138,10.09363091,10.096635,45.41364771,360,16.99422287
A51735,150,8.25,37.5,18.75,1.957712221,25.73904995,30,25.09105631,6,9.772999326,11.0680617,11.06807737,22.29221223,4.57384304,14.04412456,14.0532386,43.5319856,360,11.0680617
A51740,150,8.25,37.5,18.75,3.410311644,27.34157331,30,26.80627808,6,10.19892218,20.56240587,20.56238376,23.83040635,4.815986333,17.85921924,17.86714416,45.85518607,360,20.56240587
A51760,150,8.25,37.5,18.75,3.546023343,27.50353375,30,26.97836095,6,10.24193578,18.72641467,18.72641742,23.98482235,4.84053598,10.943428,10.94452127,46.09077574,360,18.72641467
A51790,150,8.25,37.5,18.75,2.80072756,36.65419053,30,34.01562467,6,10.02818868,13.45376615,13.45395014,30.2773075,4.709440065,7.704382125,7.702117808,44.83282919,360,13.45376615
A51800,5612.776584,8.25,37.5,18.75,2.784582441,29.89135185,30,24.49686513,6,10.42430869,15.84177278,15.84177528,21.84207908,6.45869745,11.80313123,11.79688357,61.37278881,360,15.84177278
A51810,8831.046856,8.25,37.5,18.75,2.690296356,42.52461014,30,18.96141087,6,9.189739877,15.92328076,15.92338052,16.88530194,7.897485775,16.24766802,16.25315752,74.98395606,360,15.92328076
A51820,150,8.25,37.5,18.75,2.963650174,36.84033057,30,34.21058104,6,10.0770946,17.30925311,17.30936371,30.45233125,4.737286048,16.64689419,16.63376443,45.10000579,360,17.30925311
A51830,150,8.25,37.5,18.75,2.895857028,26.74399343,30,26.1668222,6,10.04000999,17.26447128,17.26443186,23.2567852,4.725640474,17.13384769,17.14038828,44.98826733,360,17.26447128
A51840,150,8.25,37.5,18.75,2.870230699,36.73452184,30,34.09988142,6,10.04901341,13.42995381,13.42991444,30.35281304,4.721259993,7.728034735,7.726517342,44.94623749,360,13.42995381
A54003,1414.281079,8.25,37.5,18.75,2.967553258,35.01800664,30,34.42567817,6,6.875096844,13.78184541,13.78182603,30.75554829,5.843242439,9.349247298,9.356109849,55.56104412,360,13.78184541
A54023,5167.918505,8.25,37.5,18.75,3.249849101,36.45477071,30,40.82163979,6,8.732893428,20.28039902,20.27994719,36.45897221,6.243065421,21.81047947,21.80663629,59.33341452,360,20.28039902
A54027,1490.518227,8.25,37.5,18.75,2.710165406,34.62630426,30,36.51832898,6,7.040926528,12.00951023,12.00958998,32.62622389,5.518268908,8.138973403,8.118249273,52.47684299,360,12.00951023
A54031,11643.94899,8.25,37.5,18.75,3.00257066,35.32904767,30,39.06307798,6,11.20519206,13.91280033,13.91280248,34.84281086,7.749741036,11.1112527,11.1005474,73.56267323,360,13.91280033
A54037,3120.497574,8.25,37.5,18.75,2.970160757,35.14386758,30,29.66239982,6,6.7688813,13.79548751,13.79576981,26.47137324,6.157390903,8.122998387,8.121763968,58.54357815,360,13.79548751
A54057,1310.639972,8.25,37.5,18.75,2.866940532,35.84979161,30,39.28784951,6,7.674465678,14.94136359,14.94232225,35.1094167,5.446450696,12.23791912,12.22206249,51.80289457,360,14.94136359
A54063,1117.317466,8.25,37.5,18.75,2.430891151,35.40259339,30,38.17414224,6,6.651138985,11.26561829,11.26511864,34.11162759,5.706769025,11.22653662,11.20822133,54.26102551,360,11.26561829
A54065,509.7432998,8.25,37.5,18.75,2.884339865,35.278399,30,38.29934938,6,7.188664753,13.64775184,13.64775398,34.21097491,5.512266627,10.79548989,10.80045437,52.42777414,360,13.64775184
A54071,7394.576269,8.25,37.5,18.75,2.614290066,35.69209956,30,39.7829855,6,9.677397566,11.14680235,11.14672937,35.49567542,6.664404262,9.178273903,9.166838186,63.28711728,360,11.14680235
A54077,845.761171,8.25,37.5,18.75,3.446741307,37.71335817,30,38.86173223,6,6.844539877,24.7895239,24.78952758,35.06365257,6.016873723,32.64412309,32.65967992,57.21843922,360,24.7895239
A54093,415.3079922,8.25,37.5,18.75,3.370780315,36.54293257,30,39.40636339,6,7.483200677,26.08710239,26.08710628,35.92208927,5.487870409,36.44046459,36.43714354,52.20799211,360,26.08710239
B24001,594.6080115,8.25,37.5,18.75,2.85265001,34.45651513,30,38.52466692,6,6.949028921,14.91194466,14.91192636,34.37373963,6.165035374,13.35831815,13.3541109,58.61189791,360,14.91194466
B24021,1361.570478,8.25,37.5,18.75,3.378570038,34.60135852,30,30.32297604,6,6.840673079,18.12791293,18.12794053,27.05693209,11.79695645,12.34211803,12.34005325,112.0486875,360,18.12791293
B42001,4877.786649,8.25,37.5,18.75,3.479267535,35.81219846,30,36.10908893,6,8.276047344,20.66021992,20.66022298,32.23587698,9.261768995,19.55664064,19.58083952,87.96699573,360,20.66021992
B42009,1578.771353,8.25,37.5,18.75,2.980108304,34.65171018,30,37.25934839,6,6.698846678,14.71736011,14.71736239,33.28049835,8.649821629,14.81383614,14.80762196,82.18894856,360,14.71736011
B42015,1839.117777,8.25,37.5,18.75,3.053131112,37.03354442,30,36.3425522,6,6.63807982,16.20863051,16.20876652,32.4990419,8.891094968,15.90434407,15.88220129,84.47657244,360,16.20863051
B42027,1462.65801,8.25,37.5,18.75,3.017162705,59.79337067,30,33.1633764,6,6.834069116,17.19727924,17.19741401,29.62892975,9.497560748,16.0544151,16.03931418,90.22837768,360,17.19727924
B42035,1663.318665,8.25,37.5,18.75,3.099337147,33.50284352,30,34.62700482,6,7.057943618,16.841142,16.84112194,30.93925987,12.05365836,14.77924856,14.78589093,114.4683707,360,16.841142
B42041,1791.817938,8.25,37.5,18.75,3.372627677,34.74941023,30,36.04954149,6,7.092690751,18.63167594,18.63155452,32.1921068,12.8308492,12.57713401,12.58853568,121.8562468,360,18.63167594
B42043,3507.808712,8.25,37.5,18.75,3.768451993,35.42884995,30,37.40747467,6,7.71151046,20.2020202,20.20196713,33.40495416,12.27284966,16.5256967,16.52250836,116.5397542,360,20.2020202
B42055,3645.00721,8.25,37.5,18.75,3.274463196,35.1576789,30,37.23672184,6,7.210072012,16.95085654,16.95076299,33.25349088,15.13162895,13.19298838,13.18895741,143.6713095,360,16.95085654
B42079,756.7194042,8.25,37.5,18.75,3.012313795,35.45296675,30,33.12971971,6,6.775067673,17.90681988,17.90682265,29.59834595,8.102251283,21.49768391,21.49705544,76.99204192,360,17.90681988
B42081,1222.223572,8.25,37.5,18.75,3.015515108,35.80078181,30,33.30427443,6,6.569580256,15.41077955,15.41080391,29.75719768,8.806183932,13.24520294,13.23135031,83.65990861,360,15.41077955
B42119,3736.147525,8.25,37.5,18.75,3.222005198,40.74444585,30,34.91191078,6,8.239335351,16.76604283,16.76599819,31.17900619,15.09178212,14.6905203,14.67713096,143.2541698,360,16.76604283
B42131,1160.944765,8.25,37.5,18.75,3.0035568,34.25676526,30,34.33559854,6,6.808632269,17.55872294,17.55881336,30.69334624,7.593088946,18.72265685,18.68107368,72.17123224,360,17.55872294
B51003,742.2619356,8.25,37.5,18.75,2.974441581,34.25874048,30,37.97486117,6,9.853511969,17.55441177,17.55452301,33.84189507,5.911384656,12.65372597,12.71179617,56.20948404,360,17.55441177
B51009,204.7827506,8.25,37.5,18.75,2.536651288,33.78210372,30,36.12142258,6,10.23250153,14.40454457,14.40460157,32.267597,5.754075562,18.16180586,18.16821097,54.71083788,360,14.40454457
B51015,5093.682898,8.25,37.5,18.75,2.79349309,31.9412845,30,36.28712265,6,13.48274845,15.31474201,15.31448166,32.39962633,6.669756113,16.70285809,16.73258585,63.36753148,360,15.31474201
B51017,467.3988909,8.25,37.5,18.75,2.243010679,32.49309043,30,33.99574951,6,10.28403055,11.23854426,11.23813281,30.33271901,5.324605869,11.65960243,11.64439446,50.64113776,360,11.23854426
B51019,623.1694436,8.25,37.5,18.75,2.502763169,32.10340135,30,53.4707787,6,9.724503871,12.6221649,12.62227453,47.49549892,6.081925362,9.311038515,9.30478986,57.80870778,360,12.6221649
B51023,788.7658716,8.25,37.5,18.75,2.510215025,33.0938198,30,36.06746014,6,10.02125963,13.82740389,13.82744217,32.19585994,5.875787715,12.2110646,12.15079207,55.86436783,360,13.82740389
B51061,1870.014465,8.25,37.5,18.75,2.910980076,24.6417154,30,34.63281669,6,9.610228836,15.68030177,15.6803465,30.86843714,6.154069616,12.82809255,12.8351258,58.49963197,360,15.68030177
B51079,1025.338732,8.25,37.5,18.75,3.080579863,33.78525884,30,59.07629675,6,12.06756656,18.3013414,18.30087085,52.32017075,6.505466346,17.31571282,17.30909728,61.81215433,360,18.3013414
B51091,1648.897194,8.25,37.5,18.75,2.451815386,34.01902511,30,37.31159734,6,11.28066728,12.58772972,12.58773178,33.43870844,5.149865351,12.98689832,12.99407716,48.98606642,360,12.58772972
B51113,1346.286513,8.25,37.5,18.75,3.039557116,34.05812359,30,44.92932334,6,10.39633958,17.14481342,17.13958127,39.85449529,6.718488768,16.10797368,16.0763385,63.82305793,360,17.14481342
B51125,175.8332398,8.25,37.5,18.75,2.739892147,34.13754793,30,35.22210612,6,9.964758307,15.51747484,15.51761599,31.43656121,5.727298953,18.63731978,18.65837524,54.46103407,360,15.51747484
B51139,11318.00887,8.25,37.5,18.75,3.293475659,33.31263397,30,48.04807426,6,17.76344347,16.91152964,16.91187078,42.78731199,8.685923034,11.4119789,11.41316699,82.44631025,360,16.91152964
B51157,351.3586227,8.25,37.5,18.75,3.028120538,34.7094547,30,35.69614587,6,9.921472364,16.36288122,16.36288375,31.86710044,5.743003191,15.42370184,15.42842473,54.61662202,360,16.36288122
B51163,897.0949436,8.25,37.5,18.75,2.505314872,33.79134721,30,33.59097062,6,10.80409155,13.0357696,13.03523327,29.97837551,5.85567694,10.06534727,10.04266925,55.67176077,360,13.0357696
B51165,12922.4753,8.25,37.5,18.75,2.873846579,33.91946988,30,47.14313583,6,18.66782243,12.1950912,12.19505166,41.93999764,9.205274959,9.925506461,9.931068061,87.354615,360,12.1950912
B51171,4909.193431,8.25,37.5,18.75,2.957211299,34.8114803,30,33.73358675,6,13.44875651,14.20624655,14.20616299,30.09814008,6.997959619,13.7684857,13.76031233,66.47464056,360,14.20624655
B51187,593.1430824,8.25,37.5,18.75,2.841946159,34.06058972,30,32.58671481,6,9.571361541,14.32523533,14.32523759,29.07991703,5.76046681,10.09522326,10.09610293,54.77645241,360,14.32523533
B54023,5162.262406,8.25,37.5,18.75,2.759724462,35.89459743,30,40.25458718,6,8.572785503,12.15985966,12.15986159,35.94821769,6.156547745,7.742432156,7.691571884,58.50489641,360,12.15985966
B54031,11641.63337,8.25,37.5,18.75,2.802394719,35.10244882,30,38.82790365,6,11.13920353,11.94814425,11.94814613,34.63140135,7.714340385,7.882283269,7.840972183,73.22416773,360,11.94814425
B54057,1306.875962,8.25,37.5,18.75,2.522792814,35.4699559,30,38.90689561,6,7.570403783,11.10638557,11.10638737,34.76602981,5.388259184,6.67087729,6.656217474,51.24512595,360,11.10638557
B54071,7395.573935,8.25,37.5,18.75,2.702207685,35.78891516,30,39.88266201,6,9.705421963,12.86940041,12.86934412,35.58533174,6.679453888,11.58731824,11.59035629,63.43110632,360,12.86940041
C42009,1578.78172,8.25,37.5,18.75,2.981039755,34.65277428,30,37.26042409,6,6.699128944,14.55875266,14.55868998,33.28146722,8.64998597,11.94985045,11.95974526,82.19052203,360,14.55875266
C51015,5090.668745,8.25,37.5,18.75,2.525438213,31.64556044,30,35.98580532,6,13.39876546,12.44764268,12.44769888,32.12842104,6.624078034,13.24875141,13.24386273,62.93026648,360,12.44764268
C51165,12926.48704,8.25,37.5,18.75,3.217236633,34.31457977,30,47.57121803,6,18.78293413,17.53076426,17.52942303,42.32353381,9.267078213,12.40615315,12.39579629,87.94540147,360,17.53076426
