TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A51091,1,38.39147032,2801.63,0.05,1.3,4.68,0.12,32,0.13,0.5,0.03,0.03,3.156,0,0,0.15,100,30,4.68,0,0.9
A51093,1,36.90666126,56.27,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51095,1,37.31312358,81.54,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51097,1,37.71853688,116.06,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51099,1,38.2737118,103.04,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51101,1,37.70657701,105.71,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51103,1,37.70168408,54.93,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51105,1,36.68002362,1667.41752,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51107,1,39.09062225,364.90,0.05,1.3,1.53,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.53,0,0.9
A51109,1,37.9781994,413.07,0.05,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51111,1,36.94620003,473.86,0.05,1.3,1.41,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.41,0,0.9
A51113,1,38.3773673,550.77,0.05,1.3,4.47,0.12,32,0.13,0.5,0.03,0.03,3.042,0,0,0.15,100,30,4.47,0,0.9
A51115,1,37.41728001,13.34,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51117,1,36.68039848,390.22,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51119,1,37.62274977,66.38,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51121,1,37.17427912,1952.91,0.05,1.3,2.86,0.12,32,0.13,0.5,0.03,0.03,0.348,0,0,0.15,100,30,2.86,0,0.9
A51125,1,37.75707865,711.94,0.05,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.78,0,0.9
A51127,1,37.50515612,85.43,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51131,1,37.30047023,24.09,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51133,1,37.85458673,58.48,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51135,1,37.14304732,423.51,0.05,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.68,0,0.9
A51137,1,38.2463165,449.54,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51139,1,38.64022996,935.08,0.05,1.3,2,0.12,32,0.13,0.5,0.03,0.03,0.09,0,0,0.15,100,30,2,0,0.9
A51141,1,36.66470154,1293.32,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51143,1,36.82110866,745.13,0.05,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.72,0,0.9
A51145,1,37.55016791,326.29,0.05,1.3,1.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.2,0,0.9
A51147,1,37.22429206,491.05,0.05,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.87,0,0.9
A51149,1,37.18647585,112.19,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51153,1,38.70166468,232.46,0.05,1.3,1.48,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.48,0,0.9
A51155,1,37.06344915,2026.77,0.05,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,0.426,0,0,0.15,100,30,3.34,0,0.9
A51157,1,38.66826055,624.57,0.05,1.3,3.74,0.12,32,0.13,0.5,0.03,0.03,3.06,0,0,0.15,100,30,3.74,0,0.9
A51159,1,37.93701027,116.22,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51161,1,37.30010224,1209.12,0.05,1.3,2.44,0.12,32,0.13,0.5,0.03,0.03,0.048,0,0,0.15,100,30,2.44,0,0.9
A51163,1,37.82908374,1318.26,0.05,1.3,2.49,0.12,32,0.13,0.5,0.03,0.03,1.008,0,0,0.15,100,30,2.49,0,0.9
A51165,1,38.4628284,1230.50,0.05,1.3,2.43,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,2.43,0,0.9
A51167,1,36.90874327,2250.45392,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51169,1,36.69344141,1688.28816,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51171,1,38.83370248,918.73,0.05,1.3,2.15,0.12,32,0.13,0.5,0.03,0.03,0.504,0,0,0.15,100,30,2.15,0,0.9
A51173,1,36.862925,2554.9396,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51175,1,36.72033665,70.08,0.05,1.3,1.04,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.04,0,0.9
A51177,1,38.18534196,273.84,0.05,1.3,1.51,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.51,0,0.9
A51179,1,38.42063595,203.31,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51181,1,37.11691802,90.46,0.05,1.3,1.19,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.19,0,0.9
A51183,1,36.92175188,109.15,0.05,1.3,1.19,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.19,0,0.9
A51185,1,37.11168374,2766.44056,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51187,1,38.93776792,603.59,0.05,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.6,0,0.9
A51191,1,36.73109545,2092.49568,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51193,1,38.11283157,87.51,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51195,1,36.98789612,2220.56656,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51197,1,36.92529025,2297.48,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51199,1,37.21349675,56.72,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51510,1,38.81845853,93.07,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51515,1,37.33783362,956.93,0.05,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,0.444,0,0,0.15,100,30,2.7,0,0.9
A51520,1,36.61295673,1809.44808,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51530,1,37.73154318,881.68,0.05,1.3,2.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.18,0,0.9
A51540,1,38.03741756,468.10,0.05,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51550,1,36.67785698,13.89,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51570,1,37.26489067,46.26,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51580,1,37.77684335,1287.36,0.05,1.3,2.69,0.12,32,0.13,0.5,0.03,0.03,1.068,0,0,0.15,100,30,2.69,0,0.9
A51590,1,36.58320577,538.55,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51595,1,36.69526426,119.45,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51600,1,38.85311189,392.08,0.05,1.3,1.42,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.42,0,0.9
A51610,1,38.88432546,335.25,0.05,1.3,1.38,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.38,0,0.9
A51620,1,36.68155582,35.619488,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51630,1,38.29929906,140.03,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51640,1,36.66569908,2490.59912,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51650,1,37.05377261,10.06,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51660,1,38.43617509,1351.74,0.05,1.3,2.8,0.12,32,0.13,0.5,0.03,0.03,2.082,0,0,0.15,100,30,2.8,0,0.9
A51670,1,37.29115666,54.69,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51678,1,37.78245078,1050.06,0.05,1.3,2.49,0.12,32,0.13,0.5,0.03,0.03,0.954,0,0,0.15,100,30,2.49,0,0.9
A51680,1,37.40039364,770.06,0.05,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.78,0,0.9
A51683,1,38.74806824,256.55,0.05,1.3,1.31,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.31,0,0.9
A51685,1,38.77602889,254.46,0.05,1.3,1.48,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.48,0,0.9
A51690,1,36.68266002,935.37,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51700,1,37.07575004,29.65,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51710,1,36.92632817,11.24,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51720,1,36.93177473,2522.03792,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51730,1,37.20430744,103.64,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51735,1,37.15032012,5.62,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51740,1,36.8590661,9.03,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51750,1,37.12284826,1841.38,0.05,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,0.558,0,0,0.15,100,30,3.34,0,0.9
A51760,1,37.52932836,153.06,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51770,1,37.27816447,1024.37,0.05,1.3,2.24,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.24,0,0.9
A51775,1,37.28641792,1056.88,0.05,1.3,2.44,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.44,0,0.9
A51790,1,38.15875217,1471.18,0.05,1.3,3.48,0.12,32,0.13,0.5,0.03,0.03,2.292,0,0,0.15,100,30,3.48,0,0.9
A51800,1,36.70172254,44.44,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51810,1,36.77761801,13.40,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51820,1,38.06923664,1327.68,0.05,1.3,2.75,0.12,32,0.13,0.5,0.03,0.03,1.59,0,0,0.15,100,30,2.75,0,0.9
A51830,1,37.26980343,90.73,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51840,1,39.17327055,758.81,0.05,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0.222,0,0,0.15,100,30,1.68,0,0.9
A54003,1,39.46399464,545.29,0.05,1.3,2.48,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,2.48,0,0.9
A54023,1,39.15236395,2271.64,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A54027,1,39.3169871,1039.51,0.05,1.3,2.08,0.12,32,0.13,0.5,0.03,0.03,0.99,0,0,0.15,100,30,2.08,0,0.9
A54031,1,38.98804002,1637.41,0.05,1.3,3.79,0.12,32,0.13,0.5,0.03,0.03,3.552,0,0,0.15,100,30,3.79,0,0.9
A54037,1,39.3075593,499.19,0.05,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0.126,0,0,0.15,100,30,1.6,0,0.9
A54057,1,39.40246201,1259.94,0.05,1.3,2.21,0.12,32,0.13,0.5,0.03,0.03,1.14,0,0,0.15,100,30,2.21,0,0.9
A54063,1,37.56037572,2080.58,0.05,1.3,4.04,0.12,32,0.13,0.5,0.03,0.03,1.926,0,0,0.15,100,30,4.04,0,0.9
A54065,1,39.56038895,733.39,0.05,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,2.32,0,0.9
A54071,1,38.64284598,1883.94,0.05,1.3,3.56,0.12,32,0.13,0.5,0.03,0.03,2.868,0,0,0.15,100,30,3.56,0,0.9
A54077,1,39.46909159,1958.17,0.05,1.3,4.58,0.12,32,0.13,0.5,0.03,0.03,4.212,0,0,0.15,100,30,4.58,0,0.9
A54093,1,39.11359667,2581.09,0.05,1.3,4.63,0.12,32,0.13,0.5,0.03,0.03,3.966,0,0,0.15,100,30,4.63,0,0.9
B24001,1,39.60374959,1236.48,0.05,1.3,1.93,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,1.93,0,0.9
B24021,1,39.49998165,636.63,0.05,1.3,1.49,0.12,32,0.13,0.5,0.03,0.03,0.144,0,0,0.15,100,30,1.49,0,0.9
B37005,1,36.45358986,2763.72144,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B37009,1,36.44363847,2923.29672,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B42001,1,39.90194067,995.83,0.05,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.608,0,0,0.15,100,30,2.26,0,0.9
B42009,1,40.07481871,1340.99,0.05,1.3,3.47,0.12,32,0.13,0.5,0.03,0.03,4.116,0,0,0.15,100,30,3.47,0,0.9
B42015,1,41.61616705,1517.87,0.05,1.3,3.69,0.12,32,0.13,0.5,0.03,0.03,4.998,0,0,0.15,100,30,3.69,0,0.9
B42027,1,40.98922048,1687.02,0.05,1.3,2.97,0.12,32,0.13,0.5,0.03,0.03,4.056,0,0,0.15,100,30,2.97,0,0.9
B42035,1,41.08301602,870.47,0.05,1.3,1.8,0.12,32,0.13,0.5,0.03,0.03,1.722,0,0,0.15,100,30,1.8,0,0.9
B42041,1,40.06447133,767.15,0.05,1.3,2.38,0.12,32,0.13,0.5,0.03,0.03,2.988,0,0,0.15,100,30,2.38,0,0.9
B42043,1,40.26471787,411.64,0.05,1.3,1.45,0.12,32,0.13,0.5,0.03,0.03,0.576,0,0,0.15,100,30,1.45,0,0.9
B42055,1,39.99074245,847.46,0.05,1.3,2.07,0.12,32,0.13,0.5,0.03,0.03,1.476,0,0,0.15,100,30,2.07,0,0.9
B42079,1,41.34411617,1375.84,0.05,1.3,2.82,0.12,32,0.13,0.5,0.03,0.03,4.188,0,0,0.15,100,30,2.82,0,0.9
B42081,1,41.23019593,682.41,0.05,1.3,2.38,0.12,32,0.13,0.5,0.03,0.03,3.516,0,0,0.15,100,30,2.38,0,0.9
B42119,1,40.96457361,541.86,0.05,1.3,3.36,0.12,32,0.13,0.5,0.03,0.03,4.416,0,0,0.15,100,30,3.36,0,0.9
B42131,1,41.45511946,1520.41,0.05,1.3,3.9,0.12,32,0.13,0.5,0.03,0.03,5.148,0,0,0.15,100,30,3.9,0,0.9
B51003,1,38.1623531,1726.62,0.05,1.3,1.57,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.57,0,0.9
B51009,1,37.71430116,1626.97,0.05,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.78,0,0.9
B51015,1,37.98126259,2191.78,0.05,1.3,3.26,0.12,32,0.13,0.5,0.03,0.03,1.782,0,0,0.15,100,30,3.26,0,0.9
B51017,1,38.01983251,1579.54,0.05,1.3,3.17,0.12,32,0.13,0.5,0.03,0.03,1.776,0,0,0.15,100,30,3.17,0,0.9
B51019,1,37.28842127,896.60,0.05,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,0.312,0,0,0.15,100,30,2.7,0,0.9
B51023,1,37.56616907,2170.64,0.05,1.3,2.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.18,0,0.9
B51035,1,36.74225728,1408.21224,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51061,1,38.91326284,886.52,0.05,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,1.026,0,0,0.15,100,30,2.32,0,0.9
B51067,1,37.08155078,1958.24,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
B51071,1,37.30965279,1710.99,0.05,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,0.972,0,0,0.15,100,30,3.34,0,0.9
B51077,1,36.68943095,3557.2912,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51079,1,38.33882009,1687.30,0.05,1.3,2.22,0.12,32,0.13,0.5,0.03,0.03,0.108,0,0,0.15,100,30,2.22,0,0.9
B51091,1,38.31433739,2209.67,0.05,1.3,4.02,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.02,0,0.9
B51105,1,36.68002362,2120.6512,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51113,1,38.48491294,2144.63,0.05,1.3,4.47,0.12,32,0.13,0.5,0.03,0.03,3.168,0,0,0.15,100,30,4.47,0,0.9
B51125,1,37.86879647,1857.82,0.05,1.3,4.44,0.12,32,0.13,0.5,0.03,0.03,2.46,0,0,0.15,100,30,4.44,0,0.9
B51139,1,38.58928609,1838.71,0.05,1.3,2,0.12,32,0.13,0.5,0.03,0.03,0.054,0,0,0.15,100,30,2,0,0.9
B51141,1,36.66470154,2683.21,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51157,1,38.71562088,1810.16,0.05,1.3,3.74,0.12,32,0.13,0.5,0.03,0.03,3.12,0,0,0.15,100,30,3.74,0,0.9
B51161,1,37.30010224,1569.78,0.05,1.3,2.44,0.12,32,0.13,0.5,0.03,0.03,0.048,0,0,0.15,100,30,2.44,0,0.9
B51163,1,37.82908374,2154.29,0.05,1.3,2.49,0.12,32,0.13,0.5,0.03,0.03,1.008,0,0,0.15,100,30,2.49,0,0.9
B51165,1,38.63029406,1564.76,0.05,1.3,3.87,0.12,32,0.13,0.5,0.03,0.03,3.078,0,0,0.15,100,30,3.87,0,0.9
B51167,1,36.90874327,2287.08168,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51169,1,36.69344141,2505.30992,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51171,1,38.91128537,1250.28,0.05,1.3,2.15,0.12,32,0.13,0.5,0.03,0.03,0.654,0,0,0.15,100,30,2.15,0,0.9
B51173,1,36.862925,3519.768,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51185,1,37.11168374,2560.0728,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51187,1,38.86788321,1181.67,0.05,1.3,2,0.12,32,0.13,0.5,0.03,0.03,0.408,0,0,0.15,100,30,2,0,0.9
B51191,1,36.73109545,3031.37272,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51195,1,36.69344141,2933.93704,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B51197,1,36.92529025,2961.30208,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
B54023,1,39.03748492,1146.43,0.05,1.3,2.38,0.12,32,0.13,0.5,0.03,0.03,2.118,0,0,0.15,100,30,2.38,0,0.9
B54031,1,39.04451644,989.36,0.05,1.3,2.08,0.12,32,0.13,0.5,0.03,0.03,0.744,0,0,0.15,100,30,2.08,0,0.9
B54057,1,39.42367251,825.91,0.05,1.3,2.55,0.12,32,0.13,0.5,0.03,0.03,2.718,0,0,0.15,100,30,2.55,0,0.9
B54071,1,38.71928893,2248.34,0.05,1.3,5.14,0.12,32,0.13,0.5,0.03,0.03,3.528,0,0,0.15,100,30,5.14,0,0.9
C42009,1,39.95425263,1222.22,0.05,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,3.006,0,0,0.15,100,30,2.46,0,0.9
C51015,1,38.23510389,1760.49,0.05,1.3,4.89,0.12,32,0.13,0.5,0.03,0.03,2.982,0,0,0.15,100,30,4.89,0,0.9
C51071,1,37.25559866,2040.70,0.05,1.3,3.14,0.12,32,0.13,0.5,0.03,0.03,0.612,0,0,0.15,100,30,3.14,0,0.9
C51165,1,38.3229451,2272.32,0.05,1.3,2.37,0.12,32,0.13,0.5,0.03,0.03,1.29,0,0,0.15,100,30,2.37,0,0.9
end,,,,,,,,,,,,,,,,,,,,,
