TABLE->,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4
A51017,0.614537,0.565374,0.762026,1.032423,1.229075,1.057003,1.057003,1.057003,1.278237,1.278237,0.934094,0.614537,0.614537,0.565374,0.762026,1.032423,1.229075,1.057003,1.057003,1.057003,1.278237,1.278237,0.934094,0.614537,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0.245815,0,0,0,0,0,0,0,0,0,0,0,0
A51019,0.634948,0.584152,0.787334,1.066712,1.269893,1.092108,1.092108,1.092108,1.320691,1.320691,0.965121,0.634948,0.634948,0.584152,0.787334,1.066712,1.269893,1.092108,1.092108,1.092108,1.320691,1.320691,0.965121,0.634948,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0.253980,0,0,0,0,0,0,0,0,0,0,0,0
A51021,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51023,0.679969,0.625574,0.843164,1.142349,1.359940,1.169552,1.169552,1.169552,1.414338,1.414338,1.033553,0.679969,0.679969,0.625574,0.843164,1.142349,1.359940,1.169552,1.169552,1.169552,1.414338,1.414338,1.033553,0.679969,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0.271988,0,0,0,0,0,0,0,0,0,0,0,0
A51025,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51027,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51029,1.775915,1.633841,2.202130,2.983536,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.699389,1.775915,1.775915,1.633841,2.202130,2.983536,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.699389,1.775915,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51031,0.821607,0.755880,1.018794,1.380302,1.643216,1.413168,1.413168,1.413168,1.708948,1.708948,1.248844,0.821607,0.821607,0.755880,1.018794,1.380302,1.643216,1.413168,1.413168,1.413168,1.708948,1.708948,1.248844,0.821607,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0.328643,0,0,0,0,0,0,0,0,0,0,0,0
A51033,0.664278,0.611137,0.823707,1.115989,1.328560,1.142560,1.142560,1.142560,1.381699,1.381699,1.009705,0.664278,0.664278,0.611137,0.823707,1.115989,1.328560,1.142560,1.142560,1.142560,1.381699,1.381699,1.009705,0.664278,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0.265712,0,0,0,0,0,0,0,0,0,0,0,0
A51035,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51036,3.000000,2.874632,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.874632,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51037,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51041,1.158837,1.066126,1.436954,1.946840,2.317669,1.993196,1.993196,1.993196,2.410376,2.410376,1.761427,1.158837,1.158837,1.066126,1.436954,1.946840,2.317669,1.993196,1.993196,1.993196,2.410376,2.410376,1.761427,1.158837,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0.418335,0,0,0,0,0,0,0,0,0,0,0,0
A51043,0.594293,0.546747,0.736922,0.998410,1.188584,1.022183,1.022183,1.022183,1.236129,1.236129,0.903325,0.594293,0.594293,0.546747,0.736922,0.998410,1.188584,1.022183,1.022183,1.022183,1.236129,1.236129,0.903325,0.594293,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0.237716,0,0,0,0,0,0,0,0,0,0,0,0
A51045,0.664677,0.611503,0.824200,1.116659,1.329357,1.143246,1.143246,1.143246,1.382531,1.382531,1.010313,0.664677,0.664677,0.611503,0.824200,1.116659,1.329357,1.143246,1.143246,1.143246,1.382531,1.382531,1.010313,0.664677,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0.265874,0,0,0,0,0,0,0,0,0,0,0,0
A51047,0.671681,0.617948,0.832884,1.128426,1.343363,1.155291,1.155291,1.155291,1.397097,1.397097,1.020957,0.671681,0.671681,0.617948,0.832884,1.128426,1.343363,1.155291,1.155291,1.155291,1.397097,1.397097,1.020957,0.671681,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0.268672,0,0,0,0,0,0,0,0,0,0,0,0
A51049,2.359549,2.170784,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.359549,2.359549,2.170784,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.545224,2.359549,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0.424204,0,0,0,0,0,0,0,0,0,0,0,0
A51051,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51053,2.080705,1.914254,2.580077,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.080705,2.080705,1.914254,2.580077,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.080705,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51057,0.650065,0.598059,0.806080,1.092110,1.300128,1.118110,1.118110,1.118110,1.352135,1.352135,0.988096,0.650065,0.650065,0.598059,0.806080,1.092110,1.300128,1.118110,1.118110,1.118110,1.352135,1.352135,0.988096,0.650065,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0.260026,0,0,0,0,0,0,0,0,0,0,0,0
A51059,0.653109,0.600863,0.809857,1.097222,1.306217,1.123348,1.123348,1.123348,1.358466,1.358466,0.992725,0.653109,0.653109,0.600863,0.809857,1.097222,1.306217,1.123348,1.123348,1.123348,1.358466,1.358466,0.992725,0.653109,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0.261243,0,0,0,0,0,0,0,0,0,0,0,0
A51061,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51063,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51065,0.657461,0.604866,0.815251,1.104533,1.314922,1.130834,1.130834,1.130834,1.367520,1.367520,0.999342,0.657461,0.657461,0.604866,0.815251,1.104533,1.314922,1.130834,1.130834,1.130834,1.367520,1.367520,0.999342,0.657461,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0.262984,0,0,0,0,0,0,0,0,0,0,0,0
A51067,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51069,0.517258,0.475879,0.641400,0.868996,1.034521,0.889686,0.889686,0.889686,1.075899,1.075899,0.786234,0.517258,0.517258,0.475879,0.641400,0.868996,1.034521,0.889686,0.889686,0.889686,1.075899,1.075899,0.786234,0.517258,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0.206905,0,0,0,0,0,0,0,0,0,0,0,0
A51071,0.781713,0.719175,0.969325,1.313277,1.563425,1.344548,1.344548,1.344548,1.625962,1.625962,1.188203,0.781713,0.781713,0.719175,0.969325,1.313277,1.563425,1.344548,1.344548,1.344548,1.625962,1.625962,1.188203,0.781713,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0.312685,0,0,0,0,0,0,0,0,0,0,0,0
A51073,2.291770,2.108424,2.841787,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.291770,2.291770,2.108424,2.841787,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.291770,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51075,1.000247,0.920227,1.240309,1.680418,2.000495,1.720426,1.720426,1.720426,2.080517,2.080517,1.520376,1.000247,1.000247,0.920227,1.240309,1.680418,2.000495,1.720426,1.720426,1.720426,2.080517,2.080517,1.520376,1.000247,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0.400099,0,0,0,0,0,0,0,0,0,0,0,0
A51077,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51079,0.562818,0.517791,0.697893,0.945531,1.125635,0.968046,0.968046,0.968046,1.170662,1.170662,0.855482,0.562818,0.562818,0.517791,0.697893,0.945531,1.125635,0.968046,0.968046,0.968046,1.170662,1.170662,0.855482,0.562818,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0.225126,0,0,0,0,0,0,0,0,0,0,0,0
A51081,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51083,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51085,1.109165,1.020435,1.375363,1.863396,2.218329,1.907765,1.907765,1.907765,2.307062,2.307062,1.685928,1.109165,1.109165,1.020435,1.375363,1.863396,2.218329,1.907765,1.907765,1.907765,2.307062,2.307062,1.685928,1.109165,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0.443665,0,0,0,0,0,0,0,0,0,0,0,0
A51087,1.815016,1.669815,2.250622,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.758820,1.815016,1.815016,1.669815,2.250622,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.758820,1.815016,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51089,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51091,1.640013,1.508810,2.033618,2.755226,3.000000,2.820823,2.820823,2.820823,3.000000,3.000000,2.492822,1.640013,1.640013,1.508810,2.033618,2.755226,3.000000,2.820823,2.820823,2.820823,3.000000,3.000000,2.492822,1.640013,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51093,0.275745,0.253684,0.341923,0.463250,0.551488,0.474280,0.474280,0.474280,0.564093,0.564093,0.419130,0.275745,0.275745,0.253684,0.341923,0.463250,0.551488,0.474280,0.474280,0.474280,0.564093,0.564093,0.419130,0.275745,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0.094016,0,0,0,0,0,0,0,0,0,0,0,0
A51095,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51097,0.623702,0.573805,0.773389,1.047817,1.247400,1.072765,1.072765,1.072765,1.297297,1.297297,0.948024,0.623702,0.623702,0.573805,0.773389,1.047817,1.247400,1.072765,1.072765,1.072765,1.297297,1.297297,0.948024,0.623702,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0.249480,0,0,0,0,0,0,0,0,0,0,0,0
A51099,1.189269,1.094126,1.474690,1.997970,2.378534,2.045542,2.045542,2.045542,2.473678,2.473678,1.807688,1.189269,1.189269,1.094126,1.474690,1.997970,2.378534,2.045542,2.045542,2.045542,2.473678,2.473678,1.807688,1.189269,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0.475708,0,0,0,0,0,0,0,0,0,0,0,0
A51101,0.588307,0.541244,0.729499,0.988358,1.176617,1.011890,1.011890,1.011890,1.223679,1.223679,0.894226,0.588307,0.588307,0.541244,0.729499,0.988358,1.176617,1.011890,1.011890,1.011890,1.223679,1.223679,0.894226,0.588307,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0.235323,0,0,0,0,0,0,0,0,0,0,0,0
A51103,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51105,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51107,1.037378,0.954385,1.286346,1.742794,2.074751,1.784287,1.784287,1.784287,2.157743,2.157743,1.576812,1.037378,1.037378,0.954385,1.286346,1.742794,2.074751,1.784287,1.784287,1.784287,2.157743,2.157743,1.576812,1.037378,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0.390868,0,0,0,0,0,0,0,0,0,0,0,0
A51109,1.909841,1.757056,2.368206,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.902963,1.909841,1.909841,1.757056,2.368206,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.902963,1.909841,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51111,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51113,0.698731,0.642834,0.866425,1.173869,1.397460,1.201817,1.201817,1.201817,1.453359,1.453359,1.062071,0.698731,0.698731,0.642834,0.866425,1.173869,1.397460,1.201817,1.201817,1.201817,1.453359,1.453359,1.062071,0.698731,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0.279492,0,0,0,0,0,0,0,0,0,0,0,0
A51115,2.222466,2.044670,2.755860,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.222466,2.222466,2.044670,2.755860,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.222466,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51117,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51119,2.055199,1.890784,2.548443,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.055199,2.055199,1.890784,2.548443,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.055199,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51121,0.475513,0.437469,0.589635,0.798862,0.951024,0.817881,0.817881,0.817881,0.989064,0.989064,0.722778,0.475513,0.475513,0.437469,0.589635,0.798862,0.951024,0.817881,0.817881,0.817881,0.989064,0.989064,0.722778,0.475513,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0.190205,0,0,0,0,0,0,0,0,0,0,0,0
A51125,0.865887,0.796619,1.073702,1.454693,1.731777,1.489328,1.489328,1.489328,1.801046,1.801046,1.316149,0.865887,0.865887,0.796619,1.073702,1.454693,1.731777,1.489328,1.489328,1.489328,1.801046,1.801046,1.316149,0.865887,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0.346356,0,0,0,0,0,0,0,0,0,0,0,0
A51127,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51131,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51133,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51135,1.292409,1.189017,1.602589,2.171251,2.584824,2.222948,2.222948,2.222948,2.688218,2.688218,1.964464,1.292409,1.292409,1.189017,1.602589,2.171251,2.584824,2.222948,2.222948,2.222948,2.688218,2.688218,1.964464,1.292409,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0.499950,0,0,0,0,0,0,0,0,0,0,0,0
A51137,0.603190,0.554934,0.747954,1.013357,1.206376,1.037484,1.037484,1.037484,1.254633,1.254633,0.916846,0.603190,0.603190,0.554934,0.747954,1.013357,1.206376,1.037484,1.037484,1.037484,1.254633,1.254633,0.916846,0.603190,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0.241276,0,0,0,0,0,0,0,0,0,0,0,0
A51139,0.198557,0.182672,0.246210,0.333575,0.397113,0.341516,0.341516,0.341516,0.412999,0.412999,0.301805,0.198557,0.198557,0.182672,0.246210,0.333575,0.397113,0.341516,0.341516,0.341516,0.412999,0.412999,0.301805,0.198557,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0.079423,0,0,0,0,0,0,0,0,0,0,0,0
A51141,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51143,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51145,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51147,1.752148,1.611978,2.172662,2.943610,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.663269,1.752148,1.752148,1.611978,2.172662,2.943610,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.663269,1.752148,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
